player_nickname,player_id,session_start_at,session_end_at,buy_in,buy_out,stack,net
"mag",cqPRoYf5yP,2025-08-25T12:05:54.701Z,2025-08-25T12:40:37.510Z,2000,0,0,-2000
"Simen",wLc3YwHZdZ,2025-08-25T12:05:54.698Z,,2000,,6000,4000
"Simen Ødegård",AzPzgJZCn8,,2025-08-25T12:04:28.024Z,2000,2000,0,0
"Krautern",ehyqeI4GS7,2025-08-25T12:05:54.703Z,2025-08-25T12:40:37.504Z,2000,0,0,-2000
