player_nickname,player_id,session_start_at,session_end_at,buy_in,buy_out,stack,net
"Oli",Jp1Cti1Oy3,2025-08-31T10:04:44.322Z,2025-08-31T10:11:05.176Z,2000,0,0,-2000
"Oli",Jp1Cti1Oy3,2025-08-31T09:50:44.267Z,2025-08-31T10:01:56.563Z,2000,0,0,-2000
"Ole",Qt4m7ehO_F,2025-08-31T09:44:49.366Z,,2000,,662,-1338
"Mag",wLr9zY_WXL,2025-08-31T09:44:49.368Z,2025-08-31T10:36:33.549Z,2000,3589,0,1589
"Simen",cNApMdaPeS,2025-08-31T09:44:49.364Z,,2000,,5749,3749
